Num.RBD,geometry,x,y,values
10738,POINT (313256.0002857686 6270916.001087004),313256.0002857686,6270916.001087004,-118607603.23938587
10791,POINT (300735.0005787917 6274612.000266878),300735.0005787917,6274612.000266878,-118807181.91470304
10832,POINT (295052.6940652635 6270301.717146551),295052.6940652635,6270301.717146551,-118914269.65525335
25089,POINT (293204.3502931534 6270484.780811615),293204.3502931534,6270484.780811615,-118944721.88633156
10830,POINT (295085.2515519231 6270560.136628389),295085.2515519231,6270560.136628389,-118913008.15872945
10780,POINT (294368.57494716934 6270643.299139164),294368.57494716934,6270643.299139164,-118924781.9371074
10783,POINT (294828.46222771215 6270858.478918638),294828.46222771215,6270858.478918638,-118916482.5329929
12119,POINT (294236.14467974607 6270849.072275483),294236.14467974607,6270849.072275483,-118926429.58317152
10782,POINT (294829.0246141873 6270913.4715599995),294829.0246141873,6270913.4715599995,-118916320.70202649
885861,POINT (294801.2123690004 6270924.635554735),294801.2123690004,6270924.635554735,-118916755.60012266
10829,POINT (293244.15409165755 6270922.5048182355),293244.15409165755,6270922.5048182355,-118942840.81542633
26243,POINT (295935.8924389155 6270986.982625624),295935.8924389155,6270986.982625624,-118897577.44378766
31425,POINT (319081.62531372864 6271429.9852537345),319081.62531372864,6271429.9852537345,-118508574.32180768
10743,POINT (316366.50129745324 6271460.5476324465),316366.50129745324,6271460.5476324465,-118553990.16332395
24942,POINT (316342.5163857352 6271495.090944039),316342.5163857352,6271495.090944039,-118554297.63959691
10742,POINT (316415.5076646537 6271673.093169892),316415.5076646537,6271673.093169892,-118552587.88009223
10744,POINT (316619.90573910775 6271691.100639431),316619.90573910775,6271691.100639431,-118549113.58602962
942478,POINT (319654.57979913487 6271802.3820880735),319654.57979913487,6271802.3820880735,-118497956.5231226
10735,POINT (316715.49974937644 6271838.8695924785),316715.49974937644,6271838.8695924785,-118547107.83265169
24856,POINT (319876.51482972107 6272127.470563022),319876.51482972107,6272127.470563022,-118493350.59841657
31335,POINT (319070.4251324792 6272169.943839674),319070.4251324792,6272169.943839674,-118506742.52589747
10721,POINT (319362.32460027916 6272283.184076626),319362.32460027916,6272283.184076626,-118501542.16826211
24963,POINT (315264.1533938098 6272263.818530671),315264.1533938098,6272263.818530671,-118570264.60219246
10717,POINT (321567.729226057 6272410.53839175),321567.729226057,6272410.53839175,-118464238.41143945
10715,POINT (321471.72353571665 6272705.366981445),321471.72353571665,6272705.366981445,-118465043.8994353
10704,POINT (320329.87749558664 6272691.9260294475),320329.87749558664,6272691.9260294475,-118484214.23417567
10711,POINT (321021.66592007317 6272821.936682524),321021.66592007317,6272821.936682524,-118472267.78170514
884681,POINT (320289.2131413641 6272849.8234009),320289.2131413641,6272849.8234009,-118484465.09017782
31294,POINT (320041.1813654285 6272929.178093615),320041.1813654285,6272929.178093615,-118488404.76819721
25568,POINT (321791.35650516435 6273131.844323241),321791.35650516435,6273131.844323241,-118458526.03654015
10696,POINT (321741.0638978428 6273292.718918158),321741.0638978428,6273292.718918158,-118458930.53337803
10713,POINT (320964.6601682104 6273305.411925366),320964.6601682104,6273305.411925366,-118471905.33073542
25012,POINT (296595.4198766708 6271039.015671607),296595.4198766708,6271039.015671607,-118886386.3770076
10781,POINT (295929.1961869507 6271056.2940159775),295929.1961869507,6271056.2940159775,-118897497.64457001
24420,POINT (294309.38698531303 6271061.896168703),294309.38698531303,6271061.896168703,-118924612.80119887
12118,POINT (293542.14591268037 6271156.333825182),293542.14591268037,6271156.333825182,-118937201.24218246
883744,POINT (296982.69013641734 6271384.607648132),296982.69013641734,6271384.607648132,-118878943.11912082
10786,POINT (294124.00023672864 6281192.000317209),294124.00023672864,6281192.000317209,-118899651.778771
10792,POINT (294711.0005336969 6283558.000549691),294711.0005336969,6283558.000549691,-118883283.63062094
10840,POINT (293723.0005340404 6286202.000385733),293723.0005340404,6286202.000385733,-118892492.56921765
10838,POINT (294511.0005107129 6286355.000891525),294511.0005107129,6286355.000891525,-118878891.82251354
10839,POINT (296893.00002534257 6292589.000286887),296893.00002534257,6292589.000286887,-118821848.96428871
10810,POINT (309178.0003262266 6282480.000510793),309178.0003262266,6282480.000510793,-118644198.64050126
10799,POINT (301940.0001085568 6283830.000332415),301940.0001085568,6283830.000332415,-118761600.02897805
10835,POINT (302658.33085135045 6289510.726523615),302658.33085135045,6289510.726523615,-118733951.03420478
884653,POINT (302715.73589819414 6289763.82469141),302715.73589819414,6289763.82469141,-118732295.08300023
11886,POINT (309847.01354126143 6292005.996916514),309847.01354126143,6292005.996916514,-118606910.32117413
10852,POINT (309746.0003823212 6293006.000188376),309746.0003823212,6293006.000188376,-118605862.03150804
10837,POINT (305169.0000703387 6295936.001194207),305169.0000703387,6295936.001194207,-118674333.14065461
11883,POINT (307104.8327656908 6296475.60906137),307104.8327656908,6296475.60906137,-118640504.80398178
10846,POINT (311235.00055226753 6297283.001141519),311235.00055226753,6297283.001141519,-118569277.90514243
10848,POINT (301585.25539780385 6301462.5412421245),301585.25539780385,6301462.5412421245,-118719026.66282944
10844,POINT (300742.77302457415 6301568.3902749345),300742.77302457415,6301568.3902749345,-118732804.78555174
10851,POINT (301948.2529515659 6301972.391662039),301948.2529515659,6301972.391662039,-118711564.20260867
10842,POINT (301946.57978975796 6302380.185836457),301946.57978975796,6302380.185836457,-118710472.07854164
942087,POINT (301970.49754750147 6302391.084171139),301970.49754750147,6302391.084171139,-118710042.75951028
8936,POINT (302099.9762936176 6302568.239352593),302099.9762936176,6302568.239352593,-118707394.16535838
25363,POINT (302633.89047461725 6302589.027390299),302633.89047461725,6302589.027390299,-118698421.70540984
10845,POINT (301980.6145925721 6302628.721488502),301980.6145925721,6302628.721488502,-118709221.16282171
884332,POINT (302453.86410109303 6303291.787099851),302453.86410109303,6303291.787099851,-118699498.41567275
31375,POINT (302253.9350631318 6303322.152302323),302253.9350631318,6303322.152302323,-118702753.24460614
25642,POINT (302502.5339369759 6303461.291342152),302502.5339369759,6303461.291342152,-118698220.45053698
2437,POINT (274468.2397061065 6217725.059399577),274468.2397061065,6217725.059399577,-119407150.60131666
2438,POINT (271781.7312451564 6225729.67071128),271781.7312451564,6225729.67071128,-119429700.13906506
10858,POINT (270166.00070895615 6239002.000480782),270166.00070895615,6239002.000480782,-119419304.08583404
10865,POINT (272108.0006756395 6243856.000840779),272108.0006756395,6243856.000840779,-119372983.9997251
10870,POINT (267886.0004766707 6244110.000292718),267886.0004766707,6244110.000292718,-119443135.30832018
10861,POINT (269019.00016906345 6244330.000648295),269019.00016906345,6244330.000648295,-119423496.11172009
10856,POINT (272936.1543280294 6245902.101568237),272936.1543280294,6245902.101568237,-119353310.97003767
10854,POINT (272815.00060878356 6246902.001221075),272815.00060878356,6246902.001221075,-119352524.68819496
10868,POINT (269852.0004653756 6250300.000195252),269852.0004653756,6250300.000195252,-119392650.7509912
2035,POINT (275174.71399972856 6264400.123127337),275174.71399972856,6264400.123127337,-119263720.44014065
2375,POINT (290430.37835543626 6195434.983340452),290430.37835543626,6195434.983340452,-119200939.42076193
2361,POINT (289958.03646114096 6195988.235967302),289958.03646114096,6195988.235967302,-119207357.14449906
2381,POINT (291123.3828487675 6201684.368920138),291123.3828487675,6201684.368920138,-119171692.05953145
2424,POINT (290092.74601437757 6212756.922475888),290092.74601437757,6212756.922475888,-119158004.97307613
10821,POINT (289899.07046288636 6256109.155697568),289899.07046288636,6256109.155697568,-119040090.8089259
10795,POINT (287755.00069550856 6261485.000959819),287755.00069550856,6261485.000959819,-119061060.67580852
10797,POINT (289838.000034519 6261674.0001511425),289838.000034519,6261674.0001511425,-119025616.66166739
10818,POINT (287313.0002438238 6268134.000374406),287313.0002438238,6268134.000374406,-119049939.12256111
10794,POINT (289982.00085791433 6272837.000980111),289982.00085791433,6272837.000980111,-118992154.42915036
10836,POINT (290349.00019589957 6290583.000783687),290349.00019589957,6290583.000783687,-118936768.24257264
10871,POINT (286486.00036995497 6236884.000398297),286486.00036995497,6236884.000398297,-119151091.05904016
10862,POINT (277875.00024297705 6249312.000693996),277875.00024297705,6249312.000693996,-119260830.15804979
10816,POINT (279415.000004529 6251358.000133488),279415.000004529,6251358.000133488,-119229246.11354345
2038,POINT (281131.94506174093 6262763.968880314),281131.94506174093,6262763.968880314,-119168492.95195967
10805,POINT (284695.0006485861 6272380.000664154),284695.0006485861,6272380.000664154,-119081948.99132887
14643,POINT (276695.00004128524 6309202.000426963),276695.00004128524,6309202.000426963,-119112981.31101902
40255,POINT (275612.1490949037 6309589.0032407995),275612.1490949037,6309589.0032407995,-119129959.96459667
1999,POINT (275954.22435752 6310342.521485434),275954.22435752,6310342.521485434,-119122155.19451804
14517,POINT (275960.8140474002 6310423.745093175),275960.8140474002,6310423.745093175,-119121818.90911274
1998,POINT (275600.04548856115 6310537.095142286),275600.04548856115,6310537.095142286,-119127518.31691186
11194,POINT (267557.00064358 6268451.000819696),267557.00064358,6268451.000819696,-119379898.02618499
2036,POINT (273221.8471402053 6278080.033167198),273221.8471402053,6278080.033167198,-119258013.22861144
2071,POINT (269873.3337644482 6285415.027162578),269873.3337644482,6285415.027162578,-119293414.26636335
2069,POINT (265168.7701457209 6286687.806293268),265168.7701457209,6286687.806293268,-119368457.4196133
2005,POINT (272213.2346676003 6297677.5669221645),272213.2346676003,6297677.5669221645,-119219947.46895392
14381,POINT (274597.00037837896 6310401.000680136),274597.00037837896,6310401.000680136,-119144622.2154282
14271,POINT (275438.2936511466 6310620.945138248),275438.2936511466,6310620.945138248,-119129981.51159745
1996,POINT (275494.0203999747 6310788.196298129),275494.0203999747,6310788.196298129,-119128586.03674072
1899,POINT (274693.7138930852 6338417.1716827145),274693.7138930852,6338417.1716827145,-119065018.73634338
1918,POINT (273422.85086263757 6339262.543505269),273422.85086263757,6339262.543505269,-119083798.14211804
14825,POINT (258711.5828824515 6284975.667599915),258711.5828824515,6284975.667599915,-119481187.54024172
14548,POINT (258668.45901643383 6285394.970284285),258668.45901643383,6285394.970284285,-119480722.51270403
14950,POINT (258920.24706234506 6285561.5682930555),258920.24706234506,6285561.5682930555,-119476044.33576342
14759,POINT (258830.00291339328 6285646.984161432),258830.00291339328,6285646.984161432,-119477310.74369821
2066,POINT (258699.7462035566 6287559.975406843),258699.7462035566,6287559.975406843,-119474079.26477613
2068,POINT (263895.08213308826 6287996.131907903),263895.08213308826,6287996.131907903,-119386053.6505888
2067,POINT (263858.61059187306 6288011.826719815),263858.61059187306,6288011.826719815,-119386618.76138352
2087,POINT (261767.80728908314 6312280.025777804),261767.80728908314,6312280.025777804,-119353212.58932368
2089,POINT (260076.0008330775 6314698.00056934),260076.0008330775,6314698.00056934,-119374603.86225055
40378,POINT (259370.75988031912 6323048.637903422),259370.75988031912,6323048.637903422,-119362871.83553103
2008,POINT (275508.2896611352 6310612.914162027),275508.2896611352,6310612.914162027,-119128836.82645309
2007,POINT (275520.1292352242 6310726.079899538),275520.1292352242,6310726.079899538,-119128323.90277746
14514,POINT (276197.0760832417 6310768.113105308),276197.0760832417,6310768.113105308,-119116919.7162274
14631,POINT (275887.87646922545 6311306.998837963),275887.87646922545,6311306.998837963,-119120573.09948349
1997,POINT (275708.45437142975 6311658.792614184),275708.45437142975,6311658.792614184,-119122583.9028519
14511,POINT (275471.76983240165 6311851.792624117),275471.76983240165,6311851.792624117,-119125991.82137933
1901,POINT (283902.1352206891 6329272.863148637),283902.1352206891,6329272.863148637,-118937177.55169518
1905,POINT (281737.0225987936 6330822.947907856),281737.0225987936,6330822.947907856,-118968922.81202093
1900,POINT (278312.9313959605 6334901.957271481),278312.9313959605,6334901.957271481,-119014588.08610809
1970,POINT (279451.8831973269 6338871.25164493),279451.8831973269,6338871.25164493,-118984645.27402462
886973,POINT (276374.91327566636 6339074.585723122),276374.91327566636,6339074.585723122,-119035241.58466512
14778,POINT (278179.46302161535 6339185.23786252),278179.46302161535,6339185.23786252,-119004931.84417534
40382,POINT (279261.18260316807 6339360.48843886),279261.18260316807,6339360.48843886,-118986460.93868984
14847,POINT (276093.93657386675 6339479.149283747),276093.93657386675,6339479.149283747,-119038790.29271382
1975,POINT (276553.6900409649 6339495.94279388),276553.6900409649,6339495.94279388,-119031100.18229035
14266,POINT (275772.2095695911 6339497.85213688),275772.2095695911,6339497.85213688,-119044087.11952691
1965,POINT (278794.98386594455 6339584.881794842),278794.98386594455,6339584.881794842,-118993590.4985664
40092,POINT (275876.08209918346 6339526.653029582),275876.08209918346,6339526.653029582,-119042280.29859304
14824,POINT (276607.31697073986 6339555.482775435),276607.31697073986,6339555.482775435,-119030043.43338913
14313,POINT (276626.3895217795 6339693.8529541725),276626.3895217795,6339693.8529541725,-119029342.47334045
1563,POINT (257434.07737662294 6338598.529917288),257434.07737662294,6338598.529917288,-119351412.16964895
1598,POINT (258069.7261982929 6338847.471255025),258069.7261982929,6338847.471255025,-119340149.93091734
12310,POINT (258065.17602367006 6338979.950783495),258065.17602367006,6338979.950783495,-119339853.8683472
1538,POINT (257926.76529618504 6339000.184659994),257926.76529618504,6339000.184659994,-119342097.26028879
14920,POINT (257755.0951433019 6339048.8631234085),257755.0951433019,6339048.8631234085,-119344813.53107138
40049,POINT (261119.07750443244 6339206.350455459),261119.07750443244,6339206.350455459,-119288466.85717028
14801,POINT (263297.7259665475 6339436.48544047),263297.7259665475,6339436.48544047,-119251614.53934884
1567,POINT (256492.10299632995 6339323.631920632),256492.10299632995,6339323.631920632,-119365030.23915479
14760,POINT (259134.65128769673 6339509.966926418),259134.65128769673,6339509.966926418,-119320594.66023353
1542,POINT (259357.20613111186 6339656.86655318),259357.20613111186,6339656.86655318,-119316484.45704554
1888,POINT (273637.71535034024 6339574.63312657),273637.71535034024,6339574.63312657,-119079358.7338645
1807,POINT (274762.74322049937 6339908.857122082),274762.74322049937,6339908.857122082,-119059727.78071539
14804,POINT (270301.4162721899 6339869.708185095),270301.4162721899,6339869.708185095,-119133997.27139598
14602,POINT (270261.60261449846 6340007.4575376995),270261.60261449846,6340007.4575376995,-119134275.45796977
14482,POINT (274251.8797325025 6340174.762253655),274251.8797325025,6340174.762253655,-119067481.5659261
1898,POINT (269509.3872980934 6340180.658335965),269509.3872980934,6340180.658335965,-119146296.02168451
1893,POINT (271239.20287972887 6340354.514702179),271239.20287972887,6340354.514702179,-119117059.86012939
887020,POINT (272469.1740148824 6340429.970421504),272469.1740148824,6340429.970421504,-119096405.52406432
1886,POINT (272486.52976251964 6340460.579200735),272486.52976251964,6340460.579200735,-119096031.91756439
14890,POINT (272265.9830758177 6340479.035621521),272265.9830758177,6340479.035621521,-119099646.50849089
14803,POINT (277293.05027137557 6339751.244772999),277293.05027137557,6339751.244772999,-119018099.98045978
40192,POINT (279498.2352228026 6339828.843468916),279498.2352228026,6339828.843468916,-118981222.44099474
14833,POINT (277989.09338343516 6339794.775362226),277989.09338343516,6339794.775362226,-119006407.36259179
1892,POINT (274896.90694892843 6339749.242416093),274896.90694892843,6339749.242416093,-119057940.71413662
1968,POINT (277525.4512140747 6340211.364730537),277525.4512140747,6340211.364730537,-119012960.5264874
14375,POINT (276514.8452057538 6340203.219188712),276514.8452057538,6340203.219188712,-119029783.75802055
14233,POINT (275898.50122107996 6340451.260161562),275898.50122107996,6340451.260161562,-119039341.49770159
14392,POINT (274842.9632711469 6340572.179365882),274842.9632711469,6340572.179365882,-119056552.17499754
887804,POINT (274867.46928490076 6340587.854833629),274867.46928490076,6340587.854833629,-119056101.28828663
1967,POINT (278301.34240402817 6340703.847487111),278301.34240402817,6340703.847487111,-118998696.85484013
8484,POINT (622798.9122516682 3894262.94357361),622798.9122516682,3894262.94357361,-119252513.68661238
8483,POINT (589356.039024981 3911574.232496759),589356.039024981,3911574.232496759,-120019529.84312332
886765,POINT (589202.4472052095 3911597.7249615425),589202.4472052095,3911597.7249615425,-120023204.87976107
883576,POINT (589500.5273504412 3911626.7814974952),589500.5273504412,3911626.7814974952,-120015848.92210633
883575,POINT (589500.5273504412 3911626.7814974952),589500.5273504412,3911626.7814974952,-120015848.92210633
882156,POINT (589500.5273504412 3911626.7814974952),589500.5273504412,3911626.7814974952,-120015848.92210633
884723,POINT (589500.5273504412 3911626.7814974952),589500.5273504412,3911626.7814974952,-120015848.92210633
884721,POINT (589500.5273504412 3911626.7814974952),589500.5273504412,3911626.7814974952,-120015848.92210633
24341,POINT (512900.48630868114 4010649.12654939),512900.48630868114,4010649.12654939,-121547636.71065846
8482,POINT (457246.15397266834 4056444.4721110743),457246.15397266834,4056444.4721110743,-122706604.41030654
8475,POINT (408552.4775616528 4093914.0738370856),408552.4775616528,4093914.0738370856,-123708894.01744916
16895,POINT (408856.40519470937 4094006.49784703),408856.40519470937,4094006.49784703,-123701458.13312016
40217,POINT (408712.60723203485 4094194.847624978),408712.60723203485,4094194.847624978,-123704095.42464155
8474,POINT (408473.57689037547 4094446.574970781),408473.57689037547,4094446.574970781,-123708711.68603005
2257,POINT (364969.4805070072 6207541.313949153),364969.4805070072,6207541.313949153,-117909187.58596332
2258,POINT (359493.0338534644 6214034.979335198),359493.0338534644,6214034.979335198,-117984257.98630252
10537,POINT (377800.58194358775 6267163.283500792),377800.58194358775,6267163.283500792,-117535107.1396582
10529,POINT (376297.2947421038 6270358.809232366),376297.2947421038,6270358.809232366,-117551935.97961181
10526,POINT (374475.87846874614 6276833.306965898),374475.87846874614,6276833.306965898,-117565457.76768236
8479,POINT (480308.29106983705 4152584.609741443),480308.29106983705,4152584.609741443,-121832987.85306168
8470,POINT (452969.13737498946 4203590.9552286975),452969.13737498946,4203590.9552286975,-122284823.3238835
10538,POINT (389084.0006753591 6250326.001199996),389084.0006753591,6250326.001199996,-117389644.12040469
10530,POINT (384746.37470882176 6261371.676867668),384746.37470882176,6261371.676867668,-117433657.32370219
496,POINT (387271.13271299785 6793116.055610405),387271.13271299785,6793116.055610405,-116045544.6748383
500,POINT (385037.30936918483 6793713.053639371),385037.30936918483,6793713.053639371,-116079757.74953878
497,POINT (381860.6905003587 6794077.01050939),381860.6905003587,6794077.01050939,-116129595.47011234
495,POINT (388404.9280981516 6794709.969154691),388404.9280981516,6794709.969154691,-116023527.08578864
446,POINT (401452.9644222671 6905640.0783705115),401452.9644222671,6905640.0783705115,-115546750.79310727
447,POINT (401226.29406479123 6907652.924249116),401226.29406479123,6907652.924249116,-115545496.3428335
2251,POINT (358687.5065477786 6214673.242343906),358687.5065477786,6214673.242343906,-117996139.35517353
10520,POINT (356561.00065084326 6267540.000879904),356561.00065084326,6267540.000879904,-117890581.72403371
10519,POINT (353756.0002924829 6270968.000844156),353756.0002924829,6270968.000844156,-117928493.37757425
884997,POINT (351830.0368635957 6273941.006101661),351830.0368635957,6273941.006101661,-117952851.10806523
24652,POINT (352036.14010867104 6276175.130041121),352036.14010867104,6276175.130041121,-117943428.49014482
10516,POINT (353919.19435068965 6276800.651440861),353919.19435068965,6276800.651440861,-117910194.6827
10455,POINT (352784.9542268541 6277983.398471259),352784.9542268541,6277983.398471259,-117926050.39621188
31078,POINT (353699.78827214637 6278118.194202226),353699.78827214637,6278118.194202226,-117910358.39335403
26518,POINT (353088.3559029049 6278213.664644023),353088.3559029049,6278213.664644023,-117920351.1196183
25330,POINT (353342.70239023585 6278287.804088134),353342.70239023585,6278287.804088134,-117915890.64280537
25613,POINT (352307.2668773293 6278280.803450659),352307.2668773293,6278280.803450659,-117933262.41190585
25201,POINT (353525.99735850235 6278382.683315998),353525.99735850235,6278382.683315998,-117912565.67285678
948322,POINT (352460.08051671064 6278381.331253596),352460.08051671064,6278381.331253596,-117930433.09772782
10473,POINT (352274.00001001713 6278667.000388904),352274.00001001713,6278667.000388904,-117932789.09845287
10464,POINT (352970.75787394086 6278680.091495607),352970.75787394086,6278680.091495607,-117921077.56906192
10524,POINT (358098.97453975515 6279091.32000592),358098.97453975515,6279091.32000592,-117834037.68515994
10458,POINT (352593.82697254344 6279118.473756947),352593.82697254344,6279118.473756947,-117926224.55596678
31034,POINT (354099.6178189948 6279197.145534829),354099.6178189948,6279197.145534829,-117900780.84533449
10456,POINT (353048.02308429335 6279233.433311475),353048.02308429335,6279233.433311475,-117918306.57531539
10457,POINT (353487.5167872892 6279272.093118679),353487.5167872892,6279272.093118679,-117910838.5574842
884667,POINT (353463.25948718213 6279292.840712576),353463.25948718213,6279292.840712576,-117911189.7246303
10460,POINT (354198.96977728955 6279311.328488683),354198.96977728955,6279311.328488683,-117898811.52988158
24892,POINT (354389.0566349158 6279478.673486003),354389.0566349158,6279478.673486003,-117895180.05172198
25061,POINT (352219.48715720937 6279446.261289032),352219.48715720937,6279446.261289032,-117931622.7380582
10461,POINT (354973.9368459339 6279528.422803443),354973.9368459339,6279528.422803443,-117885246.19100495
10476,POINT (353374.70420033985 6279690.474886991),353374.70420033985,6279690.474886991,-117911613.24919446
24893,POINT (352490.80691195704 6279685.744103675),352490.80691195704,6279685.744103675,-117926437.18289588
20317,POINT (357538.1634098012 6279793.551219102),357538.1634098012,6279793.551219102,-117841568.93221569
10450,POINT (354254.45658810576 6279826.602939509),354254.45658810576,6279826.602939509,-117896508.2895108
950485,POINT (354316.18261895975 6279860.588565027),354316.18261895975,6279860.588565027,-117895383.36431581
10480,POINT (354345.1529162738 6279863.800981406),354345.1529162738,6279863.800981406,-117894889.34651755
10489,POINT (353255.2800867945 6279935.075225974),353255.2800867945,6279935.075225974,-117912962.08367856
25094,POINT (356379.6460620392 6279983.513520083),356379.6460620392,6279983.513520083,-117860477.89331414
25282,POINT (355942.8414269639 6279986.028237989),355942.8414269639,6279986.028237989,-117867790.94797942
24916,POINT (354291.13736086886 6280010.449836226),354291.13736086886,6280010.449836226,-117895403.64263797
10453,POINT (353399.58921018086 6280036.646123217),353399.58921018086,6280036.646123217,-117910273.10298483
10465,POINT (352323.7901097237 6280063.156277606),352323.7901097237,6280063.156277606,-117928228.66219017
10487,POINT (353464.0444350892 6280094.51644494),353464.0444350892,6280094.51644494,-117909038.7507177
26101,POINT (354358.14542993065 6280139.061740957),354358.14542993065,6280139.061740957,-117893938.05218753
10482,POINT (354525.79617836355 6280189.832745748),354525.79617836355,6280189.832745748,-117890993.50766577
10527,POINT (374471.6231442586 6276952.461565086),374471.6231442586,6276952.461565086,-117565215.5998337
883745,POINT (374491.0781626864 6277042.611600671),374491.0781626864,6277042.611600671,-117564652.15111569
10540,POINT (374548.6971265223 6277060.518787691),374548.6971265223,6277060.518787691,-117563638.81650604
10472,POINT (358330.7621523788 6280244.332431207),358330.7621523788,6280244.332431207,-117827087.953841
31500,POINT (358768.0399340354 6280297.001029805),358768.0399340354,6280297.001029805,-117819620.13888246
25216,POINT (358703.3548452185 6280316.013155419),358703.3548452185,6280316.013155419,-117820653.60097322
10522,POINT (362239.0005381069 6280422.000781449),362239.0005381069,6280422.000781449,-117761120.58640979
10495,POINT (358948.2252071096 6280410.899326818),358948.2252071096,6280410.899326818,-117816297.9848708
10536,POINT (370884.58638143016 6282868.494008147),370884.58638143016,6282868.494008147,-117609768.04922666
886782,POINT (365414.58677446295 6283911.925639126),365414.58677446295,6283911.925639126,-117698668.11205684
26519,POINT (353999.03896904545 6280197.049667092),353999.03896904545,6280197.049667092,-117899800.84777454
11928,POINT (354291.2763545427 6280270.164184135),354291.2763545427,6280270.164184135,-117894709.14994764
881319,POINT (353592.28619210364 6280259.555234392),353592.28619210364,6280259.555234392,-117906449.84651135
10492,POINT (354647.58640492195 6280336.833029708),354647.58640492195,6280336.833029708,-117888561.04959036
26333,POINT (353742.421887362 6280350.085887714),353742.421887362,6280350.085887714,-117903692.80343138
10488,POINT (353368.32683514047 6280351.203480616),353368.32683514047,6280351.203480616,-117909958.12572075
10452,POINT (353624.9058282983 6280397.971948912),353624.9058282983,6280397.971948912,-117905534.22516215
10459,POINT (352989.61048536235 6280438.112739181),352989.61048536235,6280438.112739181,-117916072.00026788
10479,POINT (353212.7560679676 6280474.22279806),353212.7560679676,6280474.22279806,-117912236.76423079
10491,POINT (354024.5015047948 6280672.740652084),354024.5015047948,6280672.740652084,-117898106.2579614
31263,POINT (353373.40769149223 6280691.394284124),353373.40769149223,6280691.394284124,-117908965.85727063
10462,POINT (354274.2544000585 6280710.854898438),354274.2544000585,6280710.854898438,-117893819.93502204
25475,POINT (355308.9740699021 6280812.2942569405),355308.9740699021,6280812.2942569405,-117876212.30279571
25999,POINT (352778.9535709685 6281512.192374252),352778.9535709685,6281512.192374252,-117916736.65402588
25791,POINT (354462.3944847756 6281563.983400564),354462.3944847756,6281563.983400564,-117888394.42974009
10496,POINT (353237.7034847167 6281609.263045957),353237.7034847167,6281609.263045957,-117908792.06651719
24752,POINT (354192.9290094316 6281852.373229816),354192.9290094316,6281852.373229816,-117892140.6065164
10502,POINT (353416.80302602233 6281874.3758028615),353416.80302602233,6281874.3758028615,-117905084.69773972
25580,POINT (355412.79933906416 6281953.777521519),355412.79933906416,6281953.777521519,-117871433.19609576
10507,POINT (353391.72673570196 6282045.083060067),353391.72673570196,6282045.083060067,-117905049.70188177
2475,POINT (332134.7710585282 6182347.987248692),332134.7710585282,6182347.987248692,-118532440.00988708
2311,POINT (325854.4157894275 6184800.106645891),325854.4157894275,6184800.106645891,-118631952.90090503
2297,POINT (336393.88533937413 6187526.967673233),336393.88533937413,6187526.967673233,-118446216.57273233
15720,POINT (326885.215446867 6188104.868513402),326885.215446867,6188104.868513402,-118605432.74009575
40237,POINT (328927.5703206521 6190064.87389851),328927.5703206521,6190064.87389851,-118565519.94483012
2302,POINT (335575.42507439945 6190352.654117293),335575.42507439945,6190352.654117293,-118452338.18861556
2289,POINT (329905.01618264604 6190299.064777016),329905.01618264604,6190299.064777016,-118548353.13803525
2292,POINT (329161.48841519665 6190373.061634809),329161.48841519665,6190373.061634809,-118560719.87132573
40114,POINT (330024.09636893385 6190539.086123029),330024.09636893385,6190539.086123029,-118545681.8984744
2288,POINT (328761.824842072 6190553.631890072),328761.824842072,6190553.631890072,-118566980.7519369
11246,POINT (328700.5533725864 6190560.283552537),328700.5533725864,6190560.283552537,-118567998.27829856
15843,POINT (330066.13775987644 6190695.596731958),330066.13775987644,6190695.596731958,-118544542.07002042
2307,POINT (333342.9591280798 6190807.278637168),333342.9591280798,6190807.278637168,-118488839.60374671
15724,POINT (330154.39487228636 6190895.271355165),330154.39487228636,6190895.271355165,-118542502.67566368
2280,POINT (328924.6233597625 6190894.774640933),328924.6233597625,6190894.774640933,-118563292.67701139
2291,POINT (329630.0873124476 6191024.934532918),329630.0873124476,6191024.934532918,-118551010.31012851
15614,POINT (328017.16586819687 6191294.9376707245),328017.16586819687,6191294.9376707245,-118577533.8560423
2284,POINT (329041.84808621765 6191349.770301845),329041.84808621765,6191349.770301845,-118560062.87170672
2283,POINT (329422.54767331854 6191516.723465802),329422.54767331854,6191516.723465802,-118553169.82841925
2286,POINT (329406.15637852397 6191837.222575238),329406.15637852397,6191837.222575238,-118552567.93671656
2299,POINT (336205.7219837662 6192405.274498988),336205.7219837662,6192405.274498988,-118436076.7372064
2304,POINT (326592.13199768425 6192433.657809751),326592.13199768425,6192433.657809751,-118598492.43445832
2300,POINT (330338.35703022365 6193738.387929977),330338.35703022365,6193738.387929977,-118531601.16065887
2296,POINT (328447.96971048566 6193846.8469585385),328447.96971048566,6193846.8469585385,-118563249.86088622
2285,POINT (330963.2990772277 6197551.855745962),330963.2990772277,6197551.855745962,-118510598.07425562
15588,POINT (330650.0316143549 6197560.990469838),330650.0316143549,6197560.990469838,-118515865.10240811
15785,POINT (331080.2857321602 6197966.971627549),331080.2857321602,6197966.971627549,-118507485.60544997
15535,POINT (331196.90224183304 6198609.868656977),331196.90224183304,6198609.868656977,-118503756.2871517
2301,POINT (328368.14022733714 6198570.163875722),328368.14022733714,6198570.163875722,-118551645.00850993
